會員編號,姓名,電子郵件,地址,密碼,電話,縣市代碼
90123-01967-KS,Becca Ableson,,桃園市楊梅區梅高路184號,f7eb6f72,0921980505,C003
15958-25089-OS,Jeno Druitt,jdruittj1@feedburner.com,台中市豐原區鎌村路30巷23號5樓,b6ff55bd,0954810198,C001
98430-37820-UV,Deonne Shortall,dshortallj2@wikipedia.org,台中市清水區高美路220號,cfd93344,0931940557,C001
21798-04171-XC,Wilton Cottier,wcottierj3@cafepress.com,台中市北屯區部子路29巷1號6樓,3506ca84,0920752393,C001
52798-46508-HP,Kevan Grinsted,kgrinstedj4@google.com.br,台東縣台東市開封街197巷9號,42c27560,0933047173,C001
46478-42970-EM,Dionne Skyner,dskynerj5@hubpages.com,台北市萬華區貴陽街二段271號,c7d26eb6,0908985724,C001
00246-15080-LE,Francesco Dressel,,台中市北屯區后庄路237號,755b5738,0982920984,C001
09357-10966-VA,Paola Normanvill,pnormanvillj7@biblegateway.com,台南市東區民族路一段61巷19號6樓,43b19e8e,0941180108,C001
26295-44907-DK,Ambrosio Weinmann,aweinmannj8@shinystat.com,台北市大安區忠孝東路四段95號,5a170634,0948725428,C001
95351-96177-QV,Elden Andriessen,eandriessenj9@europa.eu,台北市大安區建國南路一段168巷17號,6c465452,0934874325,C001
92204-96636-BS,Roxie Deaconson,rdeaconsonja@archive.org,台北市大安區敦化南路二段259號,0f41f902,0971925342,C001
03010-30348-UA,Davida Caro,dcarojb@twitter.com,新竹市東區竹蓮街100巷11號,12da1c92,0974416548,C008
13441-34686-SW,Johna Bluck,jbluckjc@imageshack.us,台南市北區臨安路二段21號,f53f13f3,0955900837,C001
96612-41722-VJ,Myrle Dearden,,彰化縣員林市員水路一段155號,06c3375b,0914184679,C012
94091-86957-HX,Jimmy Dymoke,jdymokeje@prnewswire.com,新北市三重區長興街48號,60dcb9c1,0988942508,C002
25504-41681-WA,Orland Tadman,otadmanjf@ft.com,台南市仁德區德洋路155巷14號,ca3c9a68,0959582606,C001
75443-07820-DZ,Barrett Gudde,bguddejg@dailymotion.com,新北市三重區仁義街225號,2ce49811,0971846870,C002
39276-95489-XV,Nathan Sictornes,nsictornesjh@buzzfeed.com,台中市西屯區福安路152號,cf72e784,0981075972,C001
61437-83623-PZ,Vivyan Dunning,vdunningji@independent.co.uk,高雄市楠梓區後昌路137號,4393526f,0962717303,C006
34317-87258-HQ,Doralin Baison,,新竹市北區育英路61號,087a9de3,0918852071,C008
18570-80998-ZS,Josefina Ferens,,高雄市三民區察哈爾一街36號,be7a31c0,0955424064,C006
66580-33745-OQ,Shelley Gehring,sgehringjl@gnu.org,桃園市桃園區建新街75號,226dfe8c,0942308928,C003
19820-29285-FD,Barrie Fallowes,bfallowesjm@purevolume.com,新竹市東區金山街176巷22號,f418c850,0926385208,C008
11349-55147-SN,Nicolas Aiton,,桃園市平鎮區廣明路177巷18號,7d588c87,0974306953,C003
21141-12455-VB,Shelli De Banke,sdejo@newsvine.com,台北市南港區園區街175號,0bbca992,0951677293,C001
71003-85639-HB,Lyell Murch,,桃園市蘆竹區開南路297號,2e929b35,0934448075,C003
58443-95866-YO,Stearne Count,scountjq@nba.com,新北市五股區民義路二段208號,fb118c21,0936847599,C002
89646-21249-OH,Selia Ragles,sraglesjr@blogtalkradio.com,台北市北投區振華街89巷22號,c91b2e94,0929689751,C001
64988-20636-XQ,Silas Deehan,,苗栗縣頭份市大營路40巷23號7樓,e609c839,0979151454,C011
34704-83143-KS,Sacha Bruun,sbruunjt@blogtalkradio.com,台中市南屯區大墩路101號,75c12e75,0903812951,C001
67388-17544-XX,Alon Pllu,aplluju@dagondesign.com,苗栗縣苗栗市為公路23號,cc98a3f5,0921358686,C011
69411-48470-ID,Gilberto Cornier,gcornierjv@techcrunch.com,新北市瑞芳區明燈路三段95號,bdcd67a6,0953996204,C002
20077-67239-EC,Selestina Greedyer,sgreedyerjw@parallels.com,南投縣草屯鎮正興街59巷6號4樓,0f144daf,0913375643,C013
97741-98924-KT,Willabella Harvison,wharvisonjx@gizmodo.com,台中市東勢區石城街2巷17號5樓,84391f80,0929752486,C001
79857-78167-KO,Darice Heaford,dheafordjy@twitpic.com,嘉義市西區世賢路二段15巷29號,95f88fb8,0949141763,C009
46963-10322-ZA,Granger Fantham,gfanthamjz@hexun.com,台北市文山區景文街72巷1號,9245fd1e,0984470072,C001
93812-74772-MV,Reynolds Crookshanks,rcrookshanksk0@unc.edu,台中市北區永興街152號,dcc294ce,0988413542,C001
48203-23480-UB,Niels Leake,nleakek1@cmu.edu,基隆市仁愛區仁三路7巷16號,9caac147,0960465217,C007
60357-65386-RD,Hetti Measures,,高雄市橋頭區仕豐路74號,5f9e0273,0962689313,C006
35099-13971-JI,Gay Eilhersen,geilhersenk3@networksolutions.com,新竹縣竹北市生醫路一段183號,d56c872d,0981981934,C010
01304-59807-OB,Nico Hubert,,桃園市中壢區復華九街163號,33e3c9f4,0964783741,C003
50705-17295-NK,Cristina Aleixo,caleixok5@globo.com,台北市北投區明德路180巷15號,ab159cf1,0987699487,C001
77657-61366-FY,Derrek Allpress,,新北市新店區二十張路53巷14號,b88b8961,0954279507,C002
57192-13428-PL,Rikki Tomkowicz,rtomkowiczk7@bravesites.com,台北市北投區自強街162巷15號,5f12a942,0968257925,C001
24891-77957-LU,Rochette Huscroft,rhuscroftk8@jimdo.com,台南市安南區本原街三段5號,34516c12,0903738660,C001
64896-18468-BT,Selle Scurrer,sscurrerk9@flavors.me,台中市潭子區北環路152號,1aa89507,0912140404,C001
84761-40784-SV,Andie Rudram,arudramka@prnewswire.com,台北市士林區雨聲街110號,5079b56a,0952140004,C001
20236-42322-CM,Leta Clarricoates,,高雄市三民區澄和路112號,c007c8b2,0937427209,C006
49671-11547-WG,Jacquelyn Maha,jmahakc@cyberchimps.com,新北市板橋區裕民街48號,96753820,0911757910,C002
57976-33535-WK,Glory Clemon,gclemonkd@networksolutions.com,嘉義縣民雄鄉大學路一段51巷22號4樓,0ab1990c,0916537288,C015
55915-19477-MK,Alica Kift,,台北市大同區民生西路21號,8eac5401,0997423770,C001
28121-11641-UA,Babb Pollins,bpollinskf@shinystat.com,台中市神岡區大洲路141巷21號,20460a92,0959754354,C001
09540-70637-EV,Jarret Toye,jtoyekg@pinterest.com,桃園市桃園區大豐路23巷17號,5577c253,0956282096,C003
17775-77072-PP,Carlie Linskill,clinskillkh@sphinn.com,雲林縣斗六市保長路187巷4號,67acb979,0976818291,C014
90392-73338-BC,Natal Vigrass,nvigrasski@ezinearticles.com,高雄市新興區民族二路124號,bdb8a372,0929037136,C006
94278-27169-QC,Burlie Issac,,苗栗縣頭份市忠孝二路159巷11號,db7f9fba,0965873389,C011
10725-45724-CO,Kandace Cragell,kcragellkk@google.com,宜蘭縣南澳鄉蘇花路三段90巷3號,42ece827,0994449035,C017
87242-18006-IR,Lyon Ibert,libertkl@huffingtonpost.com,苗栗縣頭份市大營路134號,7cc5be2f,0951957953,C011
36572-91896-PP,Reese Lidgey,rlidgeykm@vimeo.com,宜蘭縣礁溪鄉健康路28號,218b1044,0950557214,C017
25181-97933-UX,Tersina Castagne,tcastagnekn@wikia.com,高雄市前鎮區翠亨北路195號,75cd95ac,0922926966,C006
55374-03175-IA,Samuele Klaaassen,,宜蘭縣員山鄉內城路129巷4號,46ac5808,0943388009,C017
76948-43532-JS,Jordana Halden,jhaldenkp@comcast.net,南投縣南投市學藝路38巷24號1樓,2fa3f20c,0925531661,C013
24344-88599-PP,Hussein Olliff,holliffkq@sciencedirect.com,台中市太平區永成北路138號,4eafab02,0959068902,C001
54462-58311-YF,Teddi Quadri,tquadrikr@opensource.org,新北市中和區永和路166巷1號7樓,5d57b23f,0963142730,C002
90767-92589-LV,Felita Eshmade,feshmadeks@umn.edu,彰化縣田中鎮中州路一段46巷19號,436f8b57,0900096277,C012
27517-43747-YD,Melodie OIlier,moilierkt@paginegialle.it,高雄市大寮區新厝路37號,d3477f2b,0927864362,C006
77828-66867-KH,Hazel Iacopini,,台中市西屯區至善路162巷25號,233cae52,0968261068,C001
41054-59693-XE,Vinny Shoebotham,vshoebothamkv@redcross.org,新北市淡水區清水街28巷24號,9ad01d1a,0925714754,C002
26314-66792-VP,Bran Sterke,bsterkekw@biblegateway.com,高雄市三民區鼎山街199號,12e7bbe8,0964780191,C006
69410-04668-MA,Simone Capon,scaponkx@craigslist.org,台北市北投區中央南路二段106號,fc21f592,0949422462,C001
91950-91273-JT,Philomena Traite,ptraiteky@huffingtonpost.com,新北市土城區裕民路105號,176c2b83,0981744387,C002
24972-55878-KX,Foster Constance,fconstancekz@ifeng.com,桃園市龜山區文化一路7巷15號,468a1646,0981979014,C003
46296-42617-OQ,Fernando Sulman,fsulmanl0@washington.edu,新北市新店區新店路196巷21號,01dd18ff,0904705881,C002
44494-89923-UW,Dorotea Hollyman,dhollymanl1@ibm.com,基隆市仁愛區仁二路272號,d606afc0,0904101615,C007
11621-09964-ID,Lorelei Nardoni,lnardonil2@hao123.com,宜蘭縣宜蘭市陽明二路115號,7ee7da4b,0931565425,C017
76319-80715-II,Dallas Yarham,dyarhaml3@moonfruit.com,屏東縣恆春鎮省北路166巷11號1樓,01dd0294,0931051034,C016
91654-79216-IC,Arlana Ferrea,aferreal4@wikia.com,台南市永康區東橋一路157號,124c170b,0969009883,C001
56450-21890-HK,Chuck Kendrick,ckendrickl5@webnode.com,新北市三重區忠孝路三段156巷19號,897aad90,0915753580,C002
40600-58915-WZ,Sharona Danilchik,sdanilchikl6@mit.edu,苗栗縣竹南鎮永貞路二段97巷28號,827f9ace,0999938086,C011
66527-94478-PB,Sarajane Potter,,台中市沙鹿區沙田路193號,e3212b15,0921419143,C001
77154-45038-IH,Bobby Folomkin,bfolomkinl8@yolasite.com,台北市文山區光輝路75巷5號7樓,edbbc058,0912054006,C001
08439-55669-AI,Rafferty Pursglove,rpursglovel9@biblegateway.com,台中市豐原區豐陽路70巷1號6樓,26d8b37e,0969178762,C001
81059-24087-UE,Riva De Micoli,rdela@usa.gov,台中市神岡區昌平路五段286號,00ddb2ef,0911668308,C001
46168-23489-RD,Antoine Taunton.,atauntonlb@bing.com,台南市安南區安富街223號,05b70cd1,0943789635,C001
11664-43119-GV,Krishnah Incogna,,台北市大安區光復南路144號,20f202e5,0982654841,C001
91509-62250-GN,Dalia Eburah,deburahld@google.co.jp,高雄市楠梓區海專路155巷19號,56f16109,0964319500,C006
83833-46106-ZC,Martie Brimilcombe,mbrimilcombele@cnn.com,高雄市三民區澄清路53巷1號,83b35b75,0978997568,C006
19383-33606-PW,Suzanna Bollam,sbollamlf@list-manage.com,台南市仁德區德南路73巷26號,e2bc5257,0991836948,C001
67052-76184-CB,Mellisa Mebes,,台北市大同區南京西路143巷13號,f2ea01ae,0902649207,C001
43452-18035-DH,Alva Filipczak,afilipczaklh@ning.com,新北市林口區粉寮路一段180巷5號,830c0546,0991336576,C002
88060-50676-MV,Dorette Hinemoor,,台中市東區東門路48號,b8480221,0931364534,C001
89574-96203-EP,Rhetta Elnaugh,relnaughlj@comsenz.com,屏東縣枋寮鄉隆山路79巷7號,f9901a2a,0961003511,C016
12607-75113-UV,Jule Deehan,jdeehanlk@about.me,新北市金山區中山路69巷7號3樓,60a6199c,0984345317,C002
56991-05510-PR,Janella Eden,jedenll@e-recht24.de,宜蘭縣宜蘭市民族路149號,ac0578da,0998834538,C017
35463-72088-KU,Devora Maton,dmatonlm@utexas.edu,新北市三重區捷運路93號,ce50d303,0924375603,C002
33269-10023-CO,Ugo Southerden,usoutherdenln@hao123.com,台北市北投區振華街89巷22號,a789e473,0969128293,C001
31245-81098-PJ,Verne Dunkerley,,桃園市楊梅區自立街41巷15號,42b8dd55,0961365691,C003
08946-56610-IH,Lacee Burtenshaw,lburtenshawlp@shinystat.com,台北市中正區汀州路二段267號,064a4bd7,0904709737,C001
20260-32948-EB,Adorne Gregoratti,agregorattilq@vistaprint.com,新北市新店區寶橋路238號,b789f494,0983149202,C002
31613-41626-KX,Chris Croster,ccrosterlr@gov.uk,台中市南屯區東興路二段38巷22號1樓,8aa61148,0907047035,C001
75961-20170-RD,Graeme Whitehead,gwhiteheadls@hp.com,高雄市鼓山區西藏街136巷12號5樓,1d65dac1,0950548427,C006
72524-06410-KD,Haslett Jodrelle,hjodrellelt@samsung.com,新竹市東區武昌街220號,8036d8ff,0952773161,C008
01841-48191-NL,Cam Jewster,cjewsterlu@moonfruit.com,新北市中和區中和路4巷24號2樓,270b6c91,0968431201,C002
98918-34330-GY,Beryl Osborn,,彰化縣和美鎮線東路三段73巷21號,c5c2b776,0984969654,C012
51497-50894-WU,Kaela Nottram,knottramlw@odnoklassniki.ru,台北市北投區光明路138巷4號,87336755,0906229775,C001
98636-90072-YE,Nobe Buney,nbuneylx@jugem.jp,高雄市鼓山區美明路171巷12號3樓,e21f956f,0989887903,C006
47011-57815-HJ,Silvan McShea,smcshealy@photobucket.com,桃園市平鎮區振興西路34號,855d7721,0911610634,C003
61253-98356-VD,Karylin Huddart,khuddartlz@about.com,高雄市左營區富民路35巷1號,12c03823,0970423477,C006
96762-10814-DA,Jereme Gippes,jgippesm0@cloudflare.com,台北市中正區衡陽路29巷2號,446b63d5,0929578938,C001
63112-10870-LC,Lukas Whittlesee,lwhittleseem1@e-recht24.de,新北市汐止區福德二路291號,056d0803,0980568840,C002
21403-49423-PD,Gregorius Trengrove,gtrengrovem2@elpais.com,桃園市中壢區吉林二路207號,17a35271,0970121710,C003
29581-13303-VB,Wright Caldero,wcalderom3@stumbleupon.com,台中市南區興大路71號,7c17e898,0971938992,C001
86110-83695-YS,Merell Zanazzi,,台中市龍井區遊園南路71號,71a7b8e9,0910041862,C001
80454-42225-FT,Jed Kennicott,jkennicottm5@yahoo.co.jp,新竹縣竹東鎮北興路一段140巷1號5樓,adc70e95,0994557712,C010
29129-60664-KO,Guenevere Ruggen,gruggenm6@nymag.com,新北市三重區忠孝路三段156巷19號,588d7222,0907232731,C002
63025-62939-AN,Gonzales Cicculi,,新竹市東區立鵬路218號,4a8b87b3,0988275003,C008
49012-12987-QT,Man Fright,mfrightm8@harvard.edu,高雄市三民區澄和路112號,b18ccba5,0921345473,C006
50924-94200-SQ,Boyce Tarte,btartem9@aol.com,新北市三重區仁安街160巷6號,b6dcee0b,0942939998,C002
15673-18812-IU,Caddric Krzysztofiak,ckrzysztofiakma@skyrock.com,台南市永康區永大路二段35巷21號1樓,814c135f,0969995764,C001
52151-75971-YY,Darn Penquet,dpenquetmb@diigo.com,台北市大安區復興南路二段235號,8844adb7,0962060804,C001
19413-02045-CG,Jammie Cloke,,台北市大安區新生南路一段21巷6號7樓,9da18646,0973138499,C001
98185-92775-KT,Chester Clowton,,新北市三重區重新路五段156號,69a7c0d9,0939165960,C002
86991-53901-AT,Kathleen Diable,,南投縣埔里鎮西安路三段46巷29號3樓,4a96e3a7,0918614526,C013
78226-97287-JI,Koren Ferretti,kferrettimf@huffingtonpost.com,新竹縣竹東鎮東寧路三段72巷23號7樓,683998a3,0918815588,C010
44938-31785-YZ,Agretha Melland,amellandmg@pen.io,高雄市鳳山區鳳育路138號,bf4e97ca,0949372514,C006
40560-18556-YE,Chaddie Bennie,,台北市信義區忠孝東路五段53號,da7aa2b1,0996310583,C001
40780-22081-LX,Alberta Balsdone,abalsdonemi@toplist.cz,新竹市東區高峰路286號,8405c74a,0990593117,C008
01603-43789-TN,Brice Romera,bromeramj@list-manage.com,高雄市岡山區下竹圍東街205號,ed14303e,0971117061,C006
45009-09239-IV,Micky Glover,mglovermk@cnbc.com,台中市西屯區甘肅路一段220號,6cf3a11e,0937145874,C001
75419-92838-TI,Conchita Bryde,cbrydeml@tuttocitta.it,高雄市岡山區下竹圍東街150巷16號,d2d704be,0919594542,C006
96516-97464-MF,Silvanus Enefer,senefermm@blog.com,新北市樹林區潭興街119號,21ad5709,0920982507,C002
90285-56295-PO,Lenci Haggerstone,lhaggerstonemn@independent.co.uk,新北市永和區環河西路一段110號,b2ac0075,0949230621,C002
08100-71102-HQ,Marvin Gundry,mgundrymo@omniture.com,花蓮縣新城鄉嘉新路56巷14號,c4762d96,0907736861,C018
84074-28110-OV,Bayard Wellan,bwellanmp@cafepress.com,彰化縣伸港鄉新港路94巷12號1樓,186da3d8,0985617331,C012
27930-59250-JT,Allis Wilmore,,新北市樹林區中山路三段8號,ab939d00,0905800711,C002
12747-63766-EU,Caddric Atcheson,catchesonmr@xinhuanet.com,高雄市三民區大昌一路140號,9b424a2b,0916349752,C006
83490-88357-LJ,Eustace Stenton,estentonms@google.it,新北市中和區中安街142巷27號,f2c0c863,0935839823,C002
53729-30320-XZ,Ericka Tripp,etrippmt@wp.com,新竹縣寶山鄉創新一路81巷20號,4da30a0e,0935380279,C010
50384-52703-LA,Lyndsey MacManus,lmacmanusmu@imdb.com,台中市潭子區復興路一段128號,94609976,0904949657,C001
53864-36201-FG,Tess Benediktovich,tbenediktovichmv@ebay.com,台北市大同區南京西路143巷13號,cf0a9221,0934875352,C001
70631-33225-MZ,Correy Bourner,cbournermw@chronoengine.com,新北市三重區重新路五段156號,15ce7820,0945465394,C002
78661-52235-WG,Uta Kohring,ukohringmx@seattletimes.com,高雄市鼓山區美明路157號,850612aa,0986731103,C006
08023-52962-ET,Kandy Heddan,kheddanmy@icq.com,基隆市仁愛區成功一路240號,87f6c20d,0976042088,C007
41899-00283-VK,Ibby Charters,ichartersmz@abc.net.au,新北市汐止區99巷7號,bdd852f5,0931742037,C002
39011-18412-GR,Adora Roubert,aroubertn0@tmall.com,高雄市鼓山區濱海一路100號,bab1f478,0968083371,C006
60255-12579-PZ,Hillel Mairs,hmairsn1@so-net.ne.jp,新北市板橋區英士路148巷4號3樓,58dd18bc,0948799768,C002
80541-38332-BP,Helaina Rainforth,hrainforthn2@blog.com,新北市泰山區新民路173號,2d04f16a,0981858070,C002
54798-14109-HC,Odelia Skerme,oskermen3@hatena.ne.jp,雲林縣東勢鄉康安路7巷16號,fc4ffd0c,0948427357,C014
72778-50968-UQ,Isac Jesper,ijespern4@theglobeandmail.com,新北市中和區中安街142巷27號,9c79f2d1,0941596906,C002
23941-30203-MO,Lenette Dwerryhouse,ldwerryhousen5@gravatar.com,新竹縣竹北市台元一街77巷2號,548cc39a,0999988433,C010
96434-50068-DZ,Nadeen Broomer,nbroomern6@examiner.com,新北市三重區文化南路64巷15號,695270e3,0997732658,C002
11729-74102-XB,Konstantine Thoumasson,kthoumassonn7@bloglovin.com,台北市文山區羅斯福路六段198巷7號3樓,dad65c67,0990539522,C001
88116-12604-TE,Frans Habbergham,fhabberghamn8@discovery.com,台北市大安區和平東路二段83號,9d99c82a,0948876060,C001
86783-78048-GC,Margarette Woolham,mwoolhamn9@nature.com,台中市南區台中路183號,55cb5a7e,0983949470,C001
13082-41034-PD,Romain Avrashin,ravrashinna@tamu.edu,嘉義市東區大雅路二段55號,c8c69bde,0930724684,C009
18082-74419-QH,Miran Doidge,mdoidgenb@etsy.com,新竹縣新豐鄉建興路二段142巷27號6樓,1dfe43d1,0928611901,C010
49401-45041-ZU,Janeva Edinboro,jedinboronc@reverbnation.com,台北市萬華區富民路65巷2號,cbe297fc,0912807049,C001
41252-45992-VS,Trumaine Tewelson,ttewelsonnd@cdbaby.com,台北市萬華區貴陽街二段271號,7129b074,0960364479,C001
06624-75300-AR,Niles Krimmer,nkrimmerne@bbb.org,南投縣草屯鎮太平路一段19巷11號6樓,91ddd5e0,0919539900,C013
00852-54571-WP,De Drewitt,ddrewittnf@mapquest.com,台東縣卑南鄉賓朗路77號,21d19e4e,0970016010,C001
13321-57602-GK,Adelheid Gladhill,agladhillng@stanford.edu,新竹縣芎林鄉富林路三段34巷24號7樓,075c4b7b,0963087046,C010
75006-89922-VW,Murielle Lorinez,mlorineznh@whitehouse.gov,屏東縣內埔鄉壽比路29巷29號,8cc95e24,0956312466,C016
52098-80103-FD,Edin Mathe,,台北市大同區歸綏街6巷23號2樓,18b39164,0944126719,C001
60121-12432-VU,Mordy Van Der Vlies,mvannj@wikipedia.org,宜蘭縣礁溪鄉礁溪路四段90巷7號5樓,d6cf494c,0991778278,C017
68346-14810-UA,Spencer Wastell,,台北市大同區民權西路100號,4c2e1e7f,0954381288,C001
48464-99723-HK,Jemimah Ethelston,jethelstonnl@creativecommons.org,台北市中山區建國北路二段96號,cfc5ed7b,0996254555,C001
39652-20484-RV,Bobbe Jevon,bjevonnm@feedburner.com,彰化縣彰化市進德路45巷5號,192b94f4,0961771923,C012
88420-46464-XE,Perice Eberz,peberznn@woothemes.com,台中市西屯區黎明路二段146巷17號,97147edb,0993463311,C001
37762-09530-MP,Bear Gaish,bgaishno@altervista.org,台北市士林區忠誠路二段146號,7736bb3b,0921459596,C001
47268-50127-XY,Lynnea Danton,ldantonnp@miitbeian.gov.cn,台北市信義區忠孝東路五段287號,ea9d5914,0911037257,C001
25544-84179-QC,Skipton Morrall,smorrallnq@answers.com,南投縣南投市彰南路二段73號,09ddbe6f,0982947377,C013
32058-76765-ZL,Devan Crownshaw,dcrownshawnr@photobucket.com,台中市太平區樹孝路133巷29號3樓,bcf7d093,0999618241,C001
67938-81768-NX,Kriste Wessel,kwesselns@wikispaces.com,台中市南屯區大墩11街43號,17773248,0996439383,C001
69171-65646-UC,Joceline Reddoch,jreddochnt@sun.com,桃園市桃園區大豐路23巷17號,e71fa8cd,0989664919,C003
22503-52799-MI,Shelley Titley,stitleynu@whitehouse.gov,新北市新店區安忠路62巷19號,144c2ede,0990692156,C002
08934-65581-ZI,Redd Simao,rsimaonv@simplemachines.org,台中市清水區中清路九段157巷16號,14cf9bb0,0972832821,C001
15764-22559-ZT,Cece Inker,,新北市板橋區幸褔路134巷14號,456c7418,0961038452,C002
87519-68847-ZG,Noel Chisholm,nchisholmnx@example.com,台中市后里區福容路147巷7號,e9e4791c,0960283968,C001
78012-56878-UB,Grazia Oats,goatsny@live.com,新北市新店區二十張路53巷14號,d36aaf0c,0936423043,C002
77192-72145-RG,Meade Birkin,mbirkinnz@java.com,高雄市前鎮區金福路6巷23號3樓,9e15b523,0982357775,C006
86071-79238-CX,Ronda Pyson,rpysono0@constantcontact.com,桃園市蘆竹區南崁路二段27巷3號,6a2e2301,0966806724,C003
13764-02913-LA,Rachele Ebrall,,南投縣竹山鎮前山路一段72號,0d8a60cb,0979448450,C013
11212-69985-ZJ,Rafaela Treacher,rtreachero2@usa.gov,新北市樹林區八德街177號,c449daac,0977628386,C002
53893-01719-CL,Bee Fattorini,bfattorinio3@quantcast.com,南投縣草屯鎮太平路一段19巷11號6樓,4fb75eed,0991925937,C013
66028-99867-WJ,Margie Palleske,mpalleskeo4@nyu.edu,台北市大同區長安西路177巷20號7樓,11fe2cf8,0934442002,C001
62839-56723-CH,Alexina Randals,,台北市信義區松山路103巷7號,7b033884,0942270852,C001
96849-52854-CR,Filip Antcliffe,fantcliffeo6@amazon.co.jp,新北市淡水區中山北路二段212號,89cc9db2,0950513095,C002
19755-55847-VW,Peyter Matignon,pmatignono7@harvard.edu,台北市文山區木柵路二段149號,b5416d45,0941747955,C001
32900-82606-BO,Claudie Weond,cweondo8@theglobeandmail.com,桃園市楊梅區自立街147號,b88c90b9,0989382232,C003
16809-16936-WF,Modesty MacConnechie,mmacconnechieo9@reuters.com,新北市林口區南勢街258號,7b8b86d5,0949038276,C002
20118-28138-QD,Jaquenette Skentelbery,jskentelberyoa@paypal.com,新北市土城區明德路一段207號,1179ab76,0914591572,C002
84057-45461-AH,Orazio Comber,ocomberob@goo.gl,新竹市香山區內湖路152巷17號,6d8c9e5f,0954510472,C008
66934-67426-WC,Domini Bram,dbramoc@ifeng.com,新北市瑞芳區185號,63e95ae2,0951898646,C002
90882-88130-KQ,Zachary Tramel,ztramelod@netlog.com,台中市南屯區大墩十七街152號,81ad9bb2,0971450737,C001
21617-79890-DD,Izaak Primak,,新竹市東區立鵬路218號,05b80bde,0982127943,C008
20256-54689-LO,Brittani Thoresbie,,台北市內湖區江南街160巷6號,e4321417,0936390568,C001
17572-27091-AA,Constanta Hatfull,chatfullog@ebay.com,宜蘭縣員山鄉內城路265號,241a19e0,0963785413,C017
82300-88786-UE,Bobbe Castagneto,,台中市豐原區南陽路233號,2a701d94,0900074292,C001
32562-55185-DQ,Chastity Swatman,cswatmanoi@cbslocal.com,桃園市大園區中正東路156巷12號4樓,6dc88ecd,0961946636,C003
77175-09826-SF,Lindon Agnolo,lagnolooj@pinterest.com,高雄市鼓山區美明路171巷12號3樓,fe2699f8,0918347315,C006
07237-32539-NB,Delainey Kiddy,dkiddyok@fda.gov,高雄市新興區六合一路11號,1a48b425,0962998000,C006
54722-76431-EX,Helli Petroulis,hpetroulisol@state.tx.us,台北市南港區福德街101巷3號,fd2dcdf7,0983974316,C001
67847-82662-TE,Marty Scholl,mschollom@taobao.com,台北市文山區興隆路一段9號,eaeb9628,0997785804,C001
51114-51191-EW,Kienan Ferson,kfersonon@g.co,高雄市苓雅區英祥街175號,55d5d284,0900492562,C006
91809-58808-TV,Blake Kelloway,bkellowayoo@omniture.com,台北市內湖區內湖路三段103號,839fca9e,0922809336,C001
84996-26826-DK,Scarlett Oliffe,soliffeop@yellowbook.com,新北市新店區文化路119號,6aa1fa72,0977228140,C002
65732-22589-OW,Kippie Marrison,kmarrisonoq@dropbox.com,新北市淡水區鄧公路176巷9號,b82acb5c,0925523159,C002
93676-95250-XJ,Celestia Dolohunty,cdolohuntyor@dailymail.co.uk,南投縣埔里鎮西安路三段46巷29號3樓,bfad52a6,0957501095,C013
28300-14355-GF,Patsy Vasilenko,pvasilenkoos@addtoany.com,台南市南區金華路二段240號,76112656,0994698032,C001
91190-84826-IQ,Raphaela Schankelborg,rschankelborgot@ameblo.jp,桃園市中壢區中大路148巷10號,ead17754,0957763422,C003
34570-99384-AF,Sharity Wickens,,新北市三峽區大勇路238號,b7ce1fcb,0931246434,C002
57808-90533-UE,Derick Snow,,苗栗縣竹南鎮科專五路97號,f989ad37,0990237672,C011
76060-30540-LB,Baxy Cargen,bcargenow@geocities.jp,高雄市鹽埕區五福四路75號,9c12fdf6,0987428956,C006
76730-63769-ND,Ryann Stickler,rsticklerox@printfriendly.com,新北市淡水區鄧公路3巷11號,6d88f42d,0983717918,C002
96042-27290-EQ,Daryn Cassius,,台中市南區東興路一段129號,4f8e030a,0903330167,C001
06062-66586-TK,Bud Danett,bdanettoz@kickstarter.com,新北市三重區文化南路64巷15號,faab759a,0953801717,C002
51940-02669-OR,Skelly Dolohunty,,桃園市楊梅區青山一街227號,5be284ae,0929929734,C003
99144-98314-GN,Drake Jevon,djevonp1@ibm.com,台北市大安區忠孝東路四段53巷29號,9969791e,0936668924,C001
16358-63919-CE,Hall Ranner,hrannerp2@omniture.com,高雄市新興區林森一路131巷1號,d6b1eb34,0956494291,C006
67743-54817-UT,Berkly Imrie,bimriep3@addtoany.com,台中市后里區福容路147巷7號,7a1a18bc,0936672589,C001
44601-51441-BH,Dorey Sopper,dsopperp4@eventbrite.com,高雄市新興區民族二路124號,76923e6b,0996497021,C006
97201-58870-WB,Darcy Lochran,,台南市善化區環東路二段161巷3號,5173b296,0933410704,C001
19849-12926-QF,Lauritz Ledgley,lledgleyp6@de.vu,新北市中和區中板路114號,532feb68,0992669695,C002
40535-56770-UM,Tawnya Menary,tmenaryp7@phoca.cz,台北市中正區杭州南路一段83巷1號,d8c78bd1,0918677002,C001
74940-09646-MU,Gustaf Ciccotti,gciccottip8@so-net.ne.jp,新北市烏來區環山路112巷6號,603544d3,0948151614,C002
06623-54610-HC,Bobbe Renner,,桃園市大園區中正東路三段63巷5號,7054c096,0983100424,C003
89490-75361-AF,Wilton Jallin,wjallinpa@pcworld.com,高雄市鳳山區文龍東路58號,da26dad2,0980783318,C006
