訂單編號,會員編號,貨運公司編號,訂單日期,付款日期,送貨地址,Status
GQR-12490-152,22832-98538-RB,D005,2022-07-07 02:01:17.347725,2022-07-09 02:01:17.347725,屏東縣九如鄉東寧路124號,Shipped
UOJ-28238-299,30844-91890-ZA,D005,2024-06-30 02:01:17.347725,2024-07-01 02:01:17.347725,高雄市仁武區仁林路106號,Shipped
ETD-58130-674,05325-97750-WP,D003,2025-02-28 02:01:17.347725,2025-03-02 02:01:17.347725,花蓮縣新城鄉北埔路195號,Shipped
UPF-60123-025,88992-49081-AT,D004,2023-06-01 02:01:17.347725,2023-06-03 02:01:17.347725,雲林縣台西鄉崙豐路283號,Shipped
NQS-01613-687,10204-31464-SA,D004,2024-07-05 02:01:17.347725,2024-07-07 02:01:17.347725,台中市南屯區惠文路99巷18號,Shipped
MGH-36050-573,75156-80911-YT,D002,2023-11-27 02:01:17.347725,2023-11-29 02:01:17.347725,基隆市七堵區明德一路137巷24號4樓,Shipped
UVF-59322-459,53971-49906-PZ,D004,2022-11-17 02:01:17.347725,2022-11-18 02:01:17.347725,宜蘭縣蘇澳鎮蘇港路112巷13號,Shipped
VET-41158-896,10728-17633-ST,D004,2023-08-23 02:01:17.347725,2023-08-24 02:01:17.347725,新北市板橋區文化路一段24巷20號,Shipped
XYL-52196-459,13549-65017-VE,D001,2022-08-25 02:01:17.347725,2022-08-28 02:01:17.347725,高雄市三民區鼎山街199號,Shipped
BPZ-51283-916,87688-42420-TO,D004,2024-12-22 02:01:17.347725,2024-12-24 02:01:17.347725,台北市士林區大東路93巷24號,Shipped
VQW-91903-926,05325-97750-WP,D001,2023-07-07 02:01:17.347725,2023-07-09 02:01:17.347725,花蓮縣新城鄉北埔路195號,Shipped
OLF-77983-457,51901-35210-UI,D002,2022-06-11 02:01:17.347725,2022-06-12 02:01:17.347725,高雄市鳳山區鳳頂路141巷16號,Shipped
MVI-04946-827,62483-50867-OM,D002,2025-03-22 02:01:17.347725,2025-03-23 02:01:17.347725,台中市西區向上路一段168號,Shipped
UOG-94188-104,92753-50029-SD,D002,2025-03-18 02:01:17.347725,2025-03-19 02:01:17.347725,新北市新店區永業路81巷13號1樓,Shipped
DSN-15872-519,53809-98498-SN,D003,2025-03-27 02:01:17.347725,2025-03-30 02:01:17.347725,新北市鶯歌區尖山路63巷22號,Shipped
OUQ-73954-002,66308-13503-KD,D003,2022-05-01 02:01:17.347725,2022-05-02 02:01:17.347725,桃園市平鎮區振興西路34號,Shipped
LGL-16843-667,82458-87830-JE,D002,2024-08-28 02:01:17.347725,2024-08-29 02:01:17.347725,新北市三重區重陽路二段129巷15號3樓,Shipped
TCC-89722-031,41611-34336-WT,D001,2025-02-15 02:01:17.347725,2025-02-16 02:01:17.347725,台北市內湖區安泰街51巷16號,Shipped
TRA-79507-007,70089-27418-UJ,D003,2023-04-10 02:01:17.347725,2023-04-12 02:01:17.347725,高雄市旗津區廟前路179號,Shipped
MZJ-77284-941,99978-56910-BN,D002,2022-09-10 02:01:17.347725,2022-09-12 02:01:17.347725,台中市南區工學路18巷8號4樓,Shipped
AXN-57779-891,09668-23340-IC,D001,2022-11-06 02:01:17.347725,2022-11-07 02:01:17.347725,桃園市楊梅區環東路160巷8號,Shipped
PJB-15659-994,39457-62611-YK,D002,2024-03-08 02:01:17.347725,2024-03-09 02:01:17.347725,新竹縣竹北市嘉豐五路二段153號,Shipped
LTS-03470-353,90985-89807-RW,D003,2023-11-09 02:01:17.347725,2023-11-11 02:01:17.347725,新北市淡水區北新路55巷19號,Shipped
UMM-28497-689,05325-97750-WP,D005,2024-02-27 02:01:17.347725,2024-02-29 02:01:17.347725,花蓮縣新城鄉北埔路195號,Shipped
MJZ-93232-402,17816-67941-ZS,D001,2025-07-13 02:01:17.347725,2025-07-14 02:01:17.347725,桃園市蘆竹區南華一街163巷27號,Shipped
UHW-74617-126,90816-65619-LM,D005,2025-06-11 02:01:17.347725,2025-06-12 02:01:17.347725,台北市大安區忠孝東路四段95號,Shipped
RIK-61730-794,69761-61146-KD,D002,2024-03-07 02:01:17.347725,2024-03-09 02:01:17.347725,宜蘭縣員山鄉內城路265號,Shipped
IDJ-55379-750,24040-20817-QB,D003,2023-01-28 02:01:17.347725,2023-01-29 02:01:17.347725,高雄市小港區廈莊一街133巷22號3樓,Shipped
OHX-11953-965,19524-21432-XP,D002,2023-01-24 02:01:17.347725,2023-01-26 02:01:17.347725,南投縣名間鄉松嶺街169號,Shipped
TVV-42245-088,14398-43114-RV,D001,2023-06-30 02:01:17.347725,2023-07-03 02:01:17.347725,新北市淡水區鄧公路176巷9號,Shipped
DYP-74337-787,41486-52502-QQ,D001,2023-02-15 02:01:17.347725,2023-02-17 02:01:17.347725,新竹縣新豐鄉康樂路一段195巷14號3樓,Shipped
OKA-93124-100,05325-97750-WP,D005,2023-08-17 02:01:17.347725,2023-08-19 02:01:17.347725,花蓮縣新城鄉北埔路195號,Shipped
IXW-20780-268,20236-64364-QL,D004,2023-10-18 02:01:17.347725,2023-10-20 02:01:17.347725,新北市新店區69巷11號,Shipped
NGG-24006-937,29102-40100-TZ,D001,2024-07-09 02:01:17.347725,2024-07-12 02:01:17.347725,台北市南港區忠孝東路六段249號,Shipped
JZC-31180-557,09171-42203-EB,D005,2023-08-01 02:01:17.347725,2023-08-04 02:01:17.347725,桃園市大園區華興路263號,Shipped
ZMU-63715-204,29060-75856-UI,D002,2025-01-23 02:01:17.347725,2025-01-25 02:01:17.347725,台北市大安區光復南路253號,Shipped
GND-08192-056,17088-16989-PL,D004,2025-08-24 02:01:17.347725,2025-08-25 02:01:17.347725,新北市板橋區新生街135號,Shipped
RYY-38961-093,14756-18321-CL,D004,2024-05-16 02:01:17.347725,2024-05-18 02:01:17.347725,新竹縣竹北市莊敬七街32號,Shipped
CVA-64996-969,13324-78688-MI,D001,2023-10-18 02:01:17.347725,2023-10-19 02:01:17.347725,台中市太平區樹德路188巷2號,Shipped
XTH-67276-442,73799-04749-BM,D003,2022-06-26 02:01:17.347725,2022-06-28 02:01:17.347725,新北市淡水區真理街167號,Shipped
PVU-02950-470,01927-46702-YT,D003,2024-05-23 02:01:17.347725,2024-05-25 02:01:17.347725,桃園市蘆竹區南崁路二段27巷3號,Shipped
XSN-26809-910,80467-17137-TO,D001,2023-10-22 02:01:17.347725,2023-10-23 02:01:17.347725,苗栗縣頭份市大營路40巷23號7樓,Shipped
UDN-88321-005,14640-87215-BK,D004,2023-10-29 02:01:17.347725,2023-10-30 02:01:17.347725,台北市文山區木柵路二段89號,Shipped
EXP-21628-670,94447-35885-HK,D004,2022-06-25 02:01:17.347725,2022-06-28 02:01:17.347725,桃園市楊梅區瑞溪路二段287號,Shipped
VGM-24161-361,71034-49694-CS,D003,2025-08-24 02:01:17.347725,2025-08-25 02:01:17.347725,台北市中正區杭州南路一段83巷1號,Shipped
PKN-19556-918,00445-42781-KX,D002,2025-08-22 02:01:17.347725,2025-08-23 02:01:17.347725,南投縣草屯鎮太平路一段19巷11號6樓,Shipped
DXQ-44537-297,96116-24737-LV,D003,2023-11-30 02:01:17.347725,2023-12-03 02:01:17.347725,新北市三重區捷運路93號,Shipped
BPC-54727-307,18684-73088-YL,D005,2023-04-15 02:01:17.347725,2023-04-18 02:01:17.347725,新北市中和區中板路114號,Shipped
KSH-47717-456,74671-55639-TU,D001,2023-08-13 02:01:17.347725,2023-08-14 02:01:17.347725,桃園市平鎮區關爺西路177巷12號,Shipped
ANK-59436-446,17488-65879-XL,D003,2025-05-12 02:01:17.347725,2025-05-13 02:01:17.347725,屏東縣里港鄉永樂路153巷13號,Shipped
AYY-83051-752,46431-09298-OU,D002,2022-05-17 02:01:17.347725,2022-05-18 02:01:17.347725,桃園市桃園區正康三街20號,Shipped
CSW-59644-267,60378-26473-FE,D005,2023-06-23 02:01:17.347725,2023-06-25 02:01:17.347725,新北市板橋區雙十路三段198巷25號,Shipped
ITY-92466-909,34927-68586-ZV,D003,2022-11-30 02:01:17.347725,2022-12-01 02:01:17.347725,新北市中和區民利街6巷7號6樓,Shipped
IGW-04801-466,29051-27555-GD,D004,2024-09-07 02:01:17.347725,2024-09-10 02:01:17.347725,新竹縣寶山鄉創新一路81巷20號,Shipped
LJN-34281-921,52143-35672-JF,D001,2025-04-11 02:01:17.347725,2025-04-13 02:01:17.347725,彰化縣彰化市公園路一段287號,Shipped
BWZ-46364-547,64918-67725-MN,D005,2025-01-02 02:01:17.347725,2025-01-04 02:01:17.347725,台北市南港區福德街72巷27號4樓,Shipped
SBC-95710-706,85634-61759-ND,D003,2023-06-14 02:01:17.347725,2023-06-15 02:01:17.347725,台北市大安區臨江街12號,Shipped
WRN-55114-031,40180-22940-QB,D001,2023-10-23 02:01:17.347725,2023-10-24 02:01:17.347725,宜蘭縣宜蘭市民族路149號,Shipped
TZU-64255-831,34666-76738-SQ,D005,2025-09-05 02:01:17.347725,2025-09-06 02:01:17.347725,新北市中和區保健路227號,Shipped
JVF-91003-729,98536-88616-FF,D002,2024-01-26 02:01:17.347725,2024-01-28 02:01:17.347725,宜蘭縣蘇澳鎮蘇花路二段85巷15號,Shipped
MVB-22135-665,55621-06130-SA,D002,2025-03-27 02:01:17.347725,2025-03-28 02:01:17.347725,新北市新莊區福美街71號,Shipped
CKS-47815-571,45666-86771-EH,D005,2025-02-25 02:01:17.347725,2025-02-26 02:01:17.347725,新北市三峽區二鬮路68巷14號,Shipped
OAW-17338-101,52143-35672-JF,D002,2023-06-18 02:01:17.347725,2023-06-21 02:01:17.347725,彰化縣彰化市公園路一段287號,Shipped
ALP-37623-536,24689-69376-XX,D003,2023-10-27 02:01:17.347725,2023-10-28 02:01:17.347725,新北市林口區66號,Shipped
WMU-87639-108,71891-51101-VQ,D004,2022-06-06 02:01:17.347725,2022-06-09 02:01:17.347725,台中市潭子區興華一路78巷25號,Shipped
USN-44968-231,71749-05400-CN,D003,2024-01-04 02:01:17.347725,2024-01-06 02:01:17.347725,台北市信義區忠孝東路五段53號,Shipped
YZG-20575-451,64845-00270-NO,D001,2023-06-26 02:01:17.347725,2023-06-27 02:01:17.347725,台北市文山區萬美街一段78號,Shipped
HTH-52867-812,29851-36402-UX,D003,2024-10-21 02:01:17.347725,2024-10-22 02:01:17.347725,台中市南區工學路18巷8號4樓,Shipped
FWU-44971-444,12190-25421-WM,D005,2022-05-06 02:01:17.347725,2022-05-09 02:01:17.347725,台北市大安區延吉街241號,Shipped
EQI-82205-066,52316-30571-GD,D002,2023-01-13 02:01:17.347725,2023-01-14 02:01:17.347725,南投縣南投市光華十路7巷20號,Shipped
NAR-00747-074,23243-92649-RY,D002,2025-02-08 02:01:17.347725,2025-02-10 02:01:17.347725,高雄市左營區曾子路68號,Shipped
JYR-22052-185,39528-19971-OR,D002,2023-04-26 02:01:17.347725,2023-04-29 02:01:17.347725,台中市霧峰區吉峰東路131巷14號,Shipped
XKO-54097-932,32743-78448-KT,D003,2025-07-03 02:01:17.347725,2025-07-04 02:01:17.347725,新北市三峽區大學路79巷6號,Shipped
HXA-72415-025,93417-12322-YB,D002,2025-09-04 02:01:17.347725,2025-09-06 02:01:17.347725,屏東縣屏東市廣東路262號,Shipped
MJF-20065-335,56891-86662-UY,D005,2024-01-04 02:01:17.347725,2024-01-06 02:01:17.347725,台南市善化區環東路二段161巷3號,Shipped
GFI-83300-059,40414-26467-VE,D001,2025-02-08 02:01:17.347725,2025-02-09 02:01:17.347725,台中市潭子區復興路一段128號,Shipped
WJR-51493-682,87858-83734-RK,D001,2024-10-10 02:01:17.347725,2024-10-12 02:01:17.347725,新北市鶯歌區尖山路63巷22號,Shipped
SHP-55648-472,46818-20198-GB,D005,2022-07-23 02:01:17.347725,2022-07-25 02:01:17.347725,新北市金山區中山路69巷7號3樓,Shipped
HYR-03455-684,29808-89098-XD,D001,2025-04-13 02:01:17.347725,2025-04-16 02:01:17.347725,雲林縣斗六市大學路三段122號,Shipped
HUG-52766-375,78786-77449-RQ,D005,2023-09-29 02:01:17.347725,2023-09-30 02:01:17.347725,桃園市中壢區領航南路二段137巷19號,Shipped
DAH-46595-917,27878-42224-QF,D002,2025-01-05 02:01:17.347725,2025-01-08 02:01:17.347725,台北市文山區木新路二段84號,Shipped
VEM-79839-466,32743-78448-KT,D004,2025-07-09 02:01:17.347725,2025-07-12 02:01:17.347725,新北市三峽區大學路79巷6號,Shipped
OWH-11126-533,25331-13794-SB,D004,2025-04-15 02:01:17.347725,2025-04-18 02:01:17.347725,新竹縣竹北市縣政九路98號,Shipped
UMT-26130-151,55864-37682-GQ,D001,2022-09-13 02:01:17.347725,2022-09-14 02:01:17.347725,台北市信義區松德路98巷8號,Shipped
JKA-27899-806,97005-25609-CQ,D002,2025-02-18 02:01:17.347725,2025-02-20 02:01:17.347725,新北市板橋區重慶路182巷12號,Shipped
ULU-07744-724,94058-95794-IJ,D002,2023-07-20 02:01:17.347725,2023-07-23 02:01:17.347725,台北市大安區光復南路253號,Shipped
NOM-56457-507,40214-03678-GU,D003,2024-02-07 02:01:17.347725,2024-02-09 02:01:17.347725,高雄市鼓山區明倫路112巷21號,Shipped
NZN-71683-705,04921-85445-SL,D002,2025-04-07 02:01:17.347725,2025-04-08 02:01:17.347725,新北市新店區永平街149巷15號2樓,Shipped
WMA-34232-850,53386-94266-LJ,D004,2024-07-01 02:01:17.347725,2024-07-04 02:01:17.347725,高雄市仁武區水管路233號,Shipped
EZL-27919-704,49480-85909-DG,D002,2024-05-16 02:01:17.347725,2024-05-17 02:01:17.347725,台北市大安區新生南路一段21巷6號7樓,Shipped
ZYU-11345-774,18293-78136-MN,D004,2024-05-05 02:01:17.347725,2024-05-06 02:01:17.347725,彰化縣芳苑鄉上林路路上段15巷18號1樓,Shipped
CPW-34587-459,84641-67384-TD,D003,2024-07-19 02:01:17.347725,2024-07-22 02:01:17.347725,新北市三峽區民權街86號,Shipped
NQZ-82067-394,72320-29738-EB,D003,2025-07-18 02:01:17.347725,2025-07-20 02:01:17.347725,基隆市中山區中山一路124號,Shipped
JBW-95055-851,47355-97488-XS,D001,2024-11-14 02:01:17.347725,2024-11-17 02:01:17.347725,台南市北區北門路二段81號,Shipped
AHY-20324-088,63499-24884-PP,D004,2023-12-31 02:01:17.347725,2024-01-02 02:01:17.347725,新北市中和區壽德街89巷8號,Shipped
ZSL-66684-103,39193-51770-FM,D002,2023-04-22 02:01:17.347725,2023-04-23 02:01:17.347725,台南市東區民族路一段61巷19號6樓,Shipped
WNE-73911-475,61323-91967-GG,D005,2023-08-14 02:01:17.347725,2023-08-15 02:01:17.347725,台中市南區工學北路12巷2號,Shipped
EZB-68383-559,90123-01967-KS,D004,2022-06-16 02:01:17.347725,2022-06-19 02:01:17.347725,桃園市楊梅區梅高路184號,Shipped
OVO-01283-090,15958-25089-OS,D004,2025-07-10 02:01:17.347725,2025-07-11 02:01:17.347725,台中市豐原區鎌村路30巷23號5樓,Shipped
TXH-78646-919,98430-37820-UV,D002,2024-09-06 02:01:17.347725,2024-09-08 02:01:17.347725,台中市清水區高美路220號,Shipped
CYZ-37122-164,21798-04171-XC,D004,2022-05-01 02:01:17.347725,2022-05-03 02:01:17.347725,台中市北屯區部子路29巷1號6樓,Shipped
AGQ-06534-750,52798-46508-HP,D001,2022-08-17 02:01:17.347725,2022-08-19 02:01:17.347725,台東縣台東市開封街197巷9號,Shipped
QVL-32245-818,46478-42970-EM,D001,2024-09-22 02:01:17.347725,2024-09-23 02:01:17.347725,台北市萬華區貴陽街二段271號,Shipped
LTD-96842-834,00246-15080-LE,D003,2025-11-04 02:01:17.347725,2025-11-05 02:01:17.347725,台中市北屯區后庄路237號,Shipped
SEC-91807-425,94091-86957-HX,D005,2024-05-26 02:01:17.347725,2024-05-28 02:01:17.347725,新北市三重區長興街48號,Shipped
MHM-44857-599,26295-44907-DK,D002,2023-01-05 02:01:17.347725,2023-01-07 02:01:17.347725,台北市大安區忠孝東路四段95號,Shipped
KGC-95046-911,95351-96177-QV,D003,2023-10-24 02:01:17.347725,2023-10-27 02:01:17.347725,台北市大安區建國南路一段168巷17號,Shipped
RZC-75150-413,92204-96636-BS,D003,2023-07-19 02:01:17.347725,2023-07-20 02:01:17.347725,台北市大安區敦化南路二段259號,Shipped
EYH-88288-452,03010-30348-UA,D001,2024-08-07 02:01:17.347725,2024-08-10 02:01:17.347725,新竹市東區竹蓮街100巷11號,Shipped
NYQ-24237-772,13441-34686-SW,D001,2022-12-09 02:01:17.347725,2022-12-11 02:01:17.347725,台南市北區臨安路二段21號,Shipped
WKB-21680-566,96612-41722-VJ,D002,2025-04-11 02:01:17.347725,2025-04-13 02:01:17.347725,彰化縣員林市員水路一段155號,Shipped
THE-61147-027,94091-86957-HX,D002,2023-04-25 02:01:17.347725,2023-04-27 02:01:17.347725,新北市三重區長興街48號,Shipped
PTY-86420-119,25504-41681-WA,D001,2024-08-05 02:01:17.347725,2024-08-06 02:01:17.347725,台南市仁德區德洋路155巷14號,Shipped
QHL-27188-431,75443-07820-DZ,D001,2023-01-21 02:01:17.347725,2023-01-24 02:01:17.347725,新北市三重區仁義街225號,Shipped
MIS-54381-047,39276-95489-XV,D002,2025-10-08 02:01:17.347725,2025-10-11 02:01:17.347725,台中市西屯區福安路152號,Shipped
TBB-29780-459,61437-83623-PZ,D001,2022-11-07 02:01:17.347725,2022-11-10 02:01:17.347725,高雄市楠梓區後昌路137號,Shipped
QLC-52637-305,34317-87258-HQ,D004,2022-06-05 02:01:17.347725,2022-06-08 02:01:17.347725,新竹市北區育英路61號,Shipped
CWT-27056-328,18570-80998-ZS,D005,2025-09-27 02:01:17.347725,2025-09-30 02:01:17.347725,高雄市三民區察哈爾一街36號,Shipped
ASS-05878-128,66580-33745-OQ,D004,2024-02-03 02:01:17.347725,2024-02-05 02:01:17.347725,桃園市桃園區建新街75號,Shipped
EGK-03027-418,19820-29285-FD,D004,2024-09-29 02:01:17.347725,2024-10-01 02:01:17.347725,新竹市東區金山街176巷22號,Shipped
KCY-61732-849,11349-55147-SN,D002,2022-07-09 02:01:17.347725,2022-07-11 02:01:17.347725,桃園市平鎮區廣明路177巷18號,Shipped
BLI-21697-702,21141-12455-VB,D004,2023-03-30 02:01:17.347725,2023-03-31 02:01:17.347725,台北市南港區園區街175號,Shipped
KFJ-46568-890,71003-85639-HB,D005,2022-05-15 02:01:17.347725,2022-05-16 02:01:17.347725,桃園市蘆竹區開南路297號,Shipped
SOK-43535-680,58443-95866-YO,D004,2025-07-28 02:01:17.347725,2025-07-30 02:01:17.347725,新北市五股區民義路二段208號,Shipped
XUE-87260-201,89646-21249-OH,D002,2025-06-03 02:01:17.347725,2025-06-04 02:01:17.347725,台北市北投區振華街89巷22號,Shipped
CZF-40873-691,64988-20636-XQ,D004,2022-10-23 02:01:17.347725,2022-10-26 02:01:17.347725,苗栗縣頭份市大營路40巷23號7樓,Shipped
AIA-98989-755,34704-83143-KS,D005,2023-09-02 02:01:17.347725,2023-09-04 02:01:17.347725,台中市南屯區大墩路101號,Shipped
ITZ-21793-986,67388-17544-XX,D003,2024-10-04 02:01:17.347725,2024-10-07 02:01:17.347725,苗栗縣苗栗市為公路23號,Shipped
YOK-93322-608,69411-48470-ID,D005,2025-02-27 02:01:17.347725,2025-03-01 02:01:17.347725,新北市瑞芳區明燈路三段95號,Shipped
LXK-00634-611,94091-86957-HX,D003,2025-06-15 02:01:17.347725,2025-06-16 02:01:17.347725,新北市三重區長興街48號,Shipped
CQW-37388-302,97741-98924-KT,D002,2022-10-26 02:01:17.347725,2022-10-29 02:01:17.347725,台中市東勢區石城街2巷17號5樓,Shipped
SPA-79365-334,79857-78167-KO,D002,2024-09-24 02:01:17.347725,2024-09-25 02:01:17.347725,嘉義市西區世賢路二段15巷29號,Shipped
VPX-08817-517,46963-10322-ZA,D004,2024-03-10 02:01:17.347725,2024-03-11 02:01:17.347725,台北市文山區景文街72巷1號,Shipped
PBP-87115-410,93812-74772-MV,D003,2024-05-14 02:01:17.347725,2024-05-15 02:01:17.347725,台中市北區永興街152號,Shipped
SFB-93752-440,48203-23480-UB,D004,2025-02-02 02:01:17.347725,2025-02-04 02:01:17.347725,基隆市仁愛區仁三路7巷16號,Shipped
TBU-65158-068,60357-65386-RD,D004,2025-06-23 02:01:17.347725,2025-06-24 02:01:17.347725,高雄市橋頭區仕豐路74號,Shipped
TEH-08414-216,35099-13971-JI,D001,2025-01-24 02:01:17.347725,2025-01-26 02:01:17.347725,新竹縣竹北市生醫路一段183號,Shipped
MAY-77231-536,01304-59807-OB,D001,2023-12-27 02:01:17.347725,2023-12-30 02:01:17.347725,桃園市中壢區復華九街163號,Shipped
ATY-28980-884,50705-17295-NK,D005,2023-11-24 02:01:17.347725,2023-11-25 02:01:17.347725,台北市北投區明德路180巷15號,Shipped
SWP-88281-918,77657-61366-FY,D005,2025-05-05 02:01:17.347725,2025-05-08 02:01:17.347725,新北市新店區二十張路53巷14號,Shipped
VCE-56531-986,57192-13428-PL,D001,2024-07-02 02:01:17.347725,2024-07-05 02:01:17.347725,台北市北投區自強街162巷15號,Shipped
FVV-75700-005,24891-77957-LU,D002,2024-03-15 02:01:17.347725,2024-03-17 02:01:17.347725,台南市安南區本原街三段5號,Shipped
CFZ-53492-600,64896-18468-BT,D001,2025-07-07 02:01:17.347725,2025-07-09 02:01:17.347725,台中市潭子區北環路152號,Shipped
LDK-71031-121,84761-40784-SV,D001,2022-05-05 02:01:17.347725,2022-05-07 02:01:17.347725,台北市士林區雨聲街110號,Shipped
EBA-82404-343,20236-42322-CM,D003,2024-05-21 02:01:17.347725,2024-05-24 02:01:17.347725,高雄市三民區澄和路112號,Shipped
USA-42811-560,49671-11547-WG,D004,2024-08-19 02:01:17.347725,2024-08-22 02:01:17.347725,新北市板橋區裕民街48號,Shipped
SNL-83703-516,57976-33535-WK,D002,2025-04-29 02:01:17.347725,2025-04-30 02:01:17.347725,嘉義縣民雄鄉大學路一段51巷22號4樓,Shipped
SUZ-83036-175,55915-19477-MK,D004,2022-12-13 02:01:17.347725,2022-12-14 02:01:17.347725,台北市大同區民生西路21號,Shipped
RGM-01187-513,28121-11641-UA,D004,2025-11-07 02:01:17.347725,2025-11-10 02:01:17.347725,台中市神岡區大洲路141巷21號,Shipped
CZG-01299-952,09540-70637-EV,D002,2022-06-07 02:01:17.347725,2022-06-08 02:01:17.347725,桃園市桃園區大豐路23巷17號,Shipped
KLD-88731-484,17775-77072-PP,D003,2025-01-01 02:01:17.347725,2025-01-04 02:01:17.347725,雲林縣斗六市保長路187巷4號,Shipped
BQK-38412-229,90392-73338-BC,D001,2023-04-07 02:01:17.347725,2023-04-10 02:01:17.347725,高雄市新興區民族二路124號,Shipped
TCX-76953-071,94091-86957-HX,D003,2024-12-18 02:01:17.347725,2024-12-19 02:01:17.347725,新北市三重區長興街48號,Shipped
LIN-88046-551,10725-45724-CO,D002,2025-07-16 02:01:17.347725,2025-07-19 02:01:17.347725,宜蘭縣南澳鄉蘇花路三段90巷3號,Shipped
PMV-54491-220,87242-18006-IR,D003,2022-08-04 02:01:17.347725,2022-08-06 02:01:17.347725,苗栗縣頭份市大營路134號,Shipped
SKA-73676-005,36572-91896-PP,D003,2024-02-22 02:01:17.347725,2024-02-23 02:01:17.347725,宜蘭縣礁溪鄉健康路28號,Shipped
TKH-62197-239,25181-97933-UX,D001,2023-11-23 02:01:17.347725,2023-11-26 02:01:17.347725,高雄市前鎮區翠亨北路195號,Shipped
YXF-57218-272,55374-03175-IA,D005,2022-07-08 02:01:17.347725,2022-07-10 02:01:17.347725,宜蘭縣員山鄉內城路129巷4號,Shipped
PKJ-30083-501,76948-43532-JS,D003,2025-04-21 02:01:17.347725,2025-04-23 02:01:17.347725,南投縣南投市學藝路38巷24號1樓,Shipped
WTT-91832-645,24344-88599-PP,D005,2023-01-26 02:01:17.347725,2023-01-29 02:01:17.347725,台中市太平區永成北路138號,Shipped
TRZ-94735-865,54462-58311-YF,D002,2022-05-31 02:01:17.347725,2022-06-02 02:01:17.347725,新北市中和區永和路166巷1號7樓,Shipped
UDB-09651-780,90767-92589-LV,D004,2023-12-25 02:01:17.347725,2023-12-26 02:01:17.347725,彰化縣田中鎮中州路一段46巷19號,Shipped
EHJ-82097-549,27517-43747-YD,D002,2024-05-08 02:01:17.347725,2024-05-10 02:01:17.347725,高雄市大寮區新厝路37號,Shipped
ZFR-79447-696,77828-66867-KH,D003,2024-07-15 02:01:17.347725,2024-07-16 02:01:17.347725,台中市西屯區至善路162巷25號,Shipped
NUU-03893-975,41054-59693-XE,D001,2023-05-12 02:01:17.347725,2023-05-14 02:01:17.347725,新北市淡水區清水街28巷24號,Shipped
GVG-59542-307,26314-66792-VP,D002,2022-10-25 02:01:17.347725,2022-10-27 02:01:17.347725,高雄市三民區鼎山街199號,Shipped
YLY-35287-172,69410-04668-MA,D004,2025-09-15 02:01:17.347725,2025-09-16 02:01:17.347725,台北市北投區中央南路二段106號,Shipped
DCI-96254-548,94091-86957-HX,D002,2025-10-07 02:01:17.347725,2025-10-10 02:01:17.347725,新北市三重區長興街48號,Shipped
KHZ-26264-253,24972-55878-KX,D003,2024-11-12 02:01:17.347725,2024-11-13 02:01:17.347725,桃園市龜山區文化一路7巷15號,Shipped
AAQ-13644-699,46296-42617-OQ,D002,2025-09-26 02:01:17.347725,2025-09-29 02:01:17.347725,新北市新店區新店路196巷21號,Shipped
LWL-68108-794,44494-89923-UW,D003,2023-09-19 02:01:17.347725,2023-09-21 02:01:17.347725,基隆市仁愛區仁二路272號,Shipped
JQT-14347-517,11621-09964-ID,D005,2022-11-18 02:01:17.347725,2022-11-19 02:01:17.347725,宜蘭縣宜蘭市陽明二路115號,Shipped
BMM-86471-923,76319-80715-II,D004,2024-02-15 02:01:17.347725,2024-02-16 02:01:17.347725,屏東縣恆春鎮省北路166巷11號1樓,Shipped
IXU-67272-326,91654-79216-IC,D004,2024-04-18 02:01:17.347725,2024-04-21 02:01:17.347725,台南市永康區東橋一路157號,Shipped
ITE-28312-615,56450-21890-HK,D005,2022-12-30 02:01:17.347725,2023-01-01 02:01:17.347725,新北市三重區忠孝路三段156巷19號,Shipped
ZHQ-30471-635,40600-58915-WZ,D005,2022-08-01 02:01:17.347725,2022-08-04 02:01:17.347725,苗栗縣竹南鎮永貞路二段97巷28號,Shipped
LTP-31133-134,66527-94478-PB,D005,2025-05-21 02:01:17.347725,2025-05-22 02:01:17.347725,台中市沙鹿區沙田路193號,Shipped
ZVQ-26122-859,77154-45038-IH,D001,2023-03-23 02:01:17.347725,2023-03-25 02:01:17.347725,台北市文山區光輝路75巷5號7樓,Shipped
MIU-01481-194,08439-55669-AI,D001,2022-11-13 02:01:17.347725,2022-11-16 02:01:17.347725,台中市豐原區豐陽路70巷1號6樓,Shipped
UEA-72681-629,24972-55878-KX,D003,2024-07-05 02:01:17.347725,2024-07-06 02:01:17.347725,桃園市龜山區文化一路7巷15號,Shipped
CVE-15042-481,24972-55878-KX,D002,2025-04-26 02:01:17.347725,2025-04-27 02:01:17.347725,桃園市龜山區文化一路7巷15號,Shipped
EJA-79176-833,91509-62250-GN,D001,2023-07-16 02:01:17.347725,2023-07-17 02:01:17.347725,高雄市楠梓區海專路155巷19號,Shipped
AHQ-40440-522,83833-46106-ZC,D004,2024-01-12 02:01:17.347725,2024-01-15 02:01:17.347725,高雄市三民區澄清路53巷1號,Shipped
TID-21626-411,19383-33606-PW,D003,2022-04-28 02:01:17.347725,2022-05-01 02:01:17.347725,台南市仁德區德南路73巷26號,Shipped
RSR-96390-187,67052-76184-CB,D004,2025-01-22 02:01:17.347725,2025-01-23 02:01:17.347725,台北市大同區南京西路143巷13號,Shipped
